BAD,LOAN,MORTDUE,VALUE,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,JOB_Mgr,JOB_Office,JOB_Other,JOB_ProfExe,JOB_Sales,JOB_Self
1.0,19200.0,62334.0,91300.0,8.0,0,1.0,92.33333333,4.0,13.0,38.05865152433712,True,False,False,False,False,False
0.0,18400.0,94952.0,129177.0,12.0,0,0.0,140.4807035,1.0,24.0,29.96750585,False,False,False,True,False,False
0.0,25000.0,177000.0,226000.0,0.4000000000000003,0,0.0,305.1331253,1.0,33.0,41.54041929870675,False,False,False,True,False,False
0.0,16600.0,71096.0,104437.0,9.0,0,0.0,246.9596363,1.0,12.0,37.09953261,False,False,False,True,False,False
0.0,26100.0,50605.0,77841.0,21.0,0,0.0,286.4482043,1.0,31.0,41.17380505,False,False,True,False,False,False
0.0,8000.0,49000.0,60000.0,11.0,0,0.0,107.5333333,1.0,19.0,32.97303885516453,True,False,False,False,False,False
0.0,36300.0,22431.0,42834.0,6.0,0,0.0,50.41959435000001,0.0,6.0,33.41614827,True,False,False,False,False,False
0.0,5600.000000000002,29648.0,39907.0,11.0,0,0.0,180.5630691,0.0,13.0,21.55494966,False,False,False,True,False,False
1.0,8400.0,37256.0,45955.99999999999,1.0000000000000009,0,0.0,214.44323,1.0,6.0,31.24524851,False,False,True,False,False,False
0.0,14300.0,52608.0,76936.0,0.0,0,0.0,217.2771919,0.0,9.000000000000002,34.09538404,False,False,True,False,False,False
0.0,15200.0,90108.0,118941.0,2.0,0,2.0,170.9389426,0.0,25.0,41.15750106,True,False,False,False,False,False
0.0,8600.0,78579.0,93697.0,0.0,0,0.0,115.1933214,1.0,10.0,33.8372027,False,False,True,False,False,False
0.0,21600.0,108923.0,142716.0,9.0,0,0.0,162.446914,0.0,23.0,33.41977874,False,False,False,True,False,False
0.0,23400.0,97865.0,120172.0,2.0,0,0.0,200.5757523,1.0,26.0,36.39872872,False,False,False,False,False,True
0.0,17100.0,27842.0,74459.0,7.786799044110889,0,0.0,248.7187801,0.0,49.0,44.55215415,False,False,True,False,False,False
0.0,26600.0,128238.0,165316.0,1.0000000000000009,0,0.0,236.0659719,2.0,23.0,36.93931917,True,False,False,False,False,False
0.0,21200.0,23088.0,56535.0,27.0,0,1.0,216.1560174,0.0,24.0,27.39523388,False,False,True,False,False,False
0.0,21000.0,86545.0,118000.0,9.9,0,0.0,121.7666667,2.0,24.0,32.01162217984154,True,False,False,False,False,False
0.0,6700.0,134616.0,155034.0,13.0,1,0.0,215.4224064,0.0,19.0,19.49387198,False,False,False,True,False,False
1.0,5000.0,34200.0,50829.99999999999,6.0,0,0.0,57.0,1.0,9.000000000000002,35.45810962518238,False,False,True,False,False,False
0.0,18400.0,110580.0,137926.0,6.0,0,0.0,93.43274991,0.0,13.0,29.11688772,False,False,False,True,False,False
0.0,5100.0,179725.0,251962.0,6.458605187028871,0,0.0,127.4988134,0.0,22.0,40.30825936,False,False,False,False,True,False
1.0,18600.0,64248.0,82690.0,0.0,1,0.0,89.18900547,0.0,23.0,53.84821989,True,False,False,False,False,False
0.0,10600.0,82365.0,100272.0,3.0,1,0.0,122.4835943,0.0,26.0,33.65164695,False,False,False,True,False,False
0.0,13100.0,64897.0,81598.0,7.0,0,0.0,130.6484684,0.0,34.0,26.50010508,False,False,False,False,True,False
1.0,25400.0,83943.0,129189.0,7.883085592106298,1,1.0,5.243341044000005,1.0,41.0,42.93355731,True,False,False,False,False,False
0.0,23100.0,141937.0,179756.0,6.0,0,0.0,328.3984932,0.0,16.0,43.91004585,True,False,False,False,False,False
0.0,42200.0,21393.0,68111.0,19.0,0,0.0,208.5229244,0.0,30.0,39.75171656,False,False,True,False,False,False
0.0,18000.0,74162.0,89823.0,0.0,2,1.0,121.7614658,1.0,26.0,34.02520751,False,False,True,False,False,False
0.0,16600.0,71564.0,84627.0,5.0,0,0.0,114.6401329,1.0,20.0,22.32314261,False,True,False,False,False,False
0.0,12700.0,37346.0,53511.0,23.0,0,0.0,136.9569407,0.0,22.0,39.43166373,False,False,True,False,False,False
0.0,10600.0,120137.0,137090.0,17.0,0,1.0,173.6904615,0.0,33.0,30.95890574,False,False,False,True,False,False
1.0,4899.999999999998,25597.0,23031.0,5.0,0,0.0,101.7467664,0.0,8.0,33.24315698,False,False,True,False,False,False
0.0,15000.0,100000.0,115000.0,1.0000000000000009,0,0.0,128.8666667,0.0,30.0,37.053965410130346,False,False,False,True,False,False
0.0,27600.0,129311.0,188143.0,1.0000000000000009,0,0.0,122.5168848,1.0,39.0,30.47417374,True,False,False,False,False,False
0.0,13600.0,159591.0,182585.0,7.0,0,1.0,199.6986174,3.0,25.0,42.31951831,False,False,False,True,False,False
1.0,15000.0,42000.0,111351.0,6.0,0,6.0,225.6333333,0.0,17.0,37.9494099739584,False,False,True,False,False,False
0.0,16100.0,99844.0,114647.0,11.0,0,0.0,169.983556,0.0,27.0,33.52327854,False,False,True,False,False,False
0.0,10400.0,64904.0,76767.0,11.0,0,0.0,245.0180119,4.0,37.0,41.42384414,False,True,False,False,False,False
0.0,14100.0,59402.0,91057.0,8.0,0,0.0,194.6346173,0.0,20.0,22.02326465,False,False,False,True,False,False
1.0,6900.000000000002,57257.0,63752.0,10.0,2,0.0,138.234778,0.0,22.0,38.37246088,False,False,True,False,False,False
0.0,10200.0,77571.0,102732.0,6.0,0,0.0,100.6296635,0.0,34.0,37.36151357,False,False,False,True,False,False
0.0,47100.0,48062.0,107824.0,9.0,0,0.0,203.6866984,2.0,35.0,41.5263174,False,False,False,False,False,True
0.0,12600.0,55415.0,74307.0,29.0,1,2.0,198.8467209,0.0,23.0,36.83774105,False,False,True,False,False,False
0.0,27900.0,135511.0,184219.0,1.0000000000000009,1,0.0,241.0522835,2.0,19.0,38.60649271,False,False,False,True,False,False
0.0,22200.0,138121.0,180144.0,22.0,0,0.0,240.703069,1.0,24.0,40.62189416,False,False,False,True,False,False
0.0,36200.0,36661.0,53622.0,13.192520439663086,0,0.0,88.4663065042049,6.0,0.0,32.01469166,False,False,True,False,False,False
0.0,16900.0,88143.0,115365.0,19.0,0,0.0,282.0685178,0.0,16.0,24.96285137,False,False,True,False,False,False
0.0,18300.0,109437.0,114900.0,1.0000000000000009,0,0.0,138.1718508,1.0,20.0,38.33231689,False,False,True,False,False,False
1.0,25000.0,86000.0,140993.88730274522,14.0,1,0.0,144.0333333,2.0,40.0,39.581906363812934,False,False,True,False,False,False
0.0,11500.0,116430.0,215014.0,3.0,0,0.0,132.0936343,0.0,14.0,26.86456847,False,False,False,True,False,False
0.0,21300.0,55140.0,81692.0,12.0,0,0.0,109.9006857,1.0,10.0,4.384983221999999,False,False,True,False,False,False
0.0,10600.0,56814.0,66692.0,10.0,0,0.0,107.3740552,1.0,18.0,32.62568704,True,False,False,False,False,False
0.0,18500.0,14517.0,95150.0,11.0,0,0.0,272.0341025,0.0,22.0,27.47858304,False,False,True,False,False,False
0.0,17200.0,89507.0,121047.0,14.0,0,0.0,118.866134,1.0,9.000000000000002,34.6028274,False,False,True,False,False,False
0.0,29300.0,68024.0,115954.0,6.0,0,0.0,109.9150205,11.0,21.0,44.36917076,False,False,True,False,False,False
0.0,18200.0,50250.0,72000.0,10.0,2,0.0,75.06666667,3.0,28.0,35.72704288005303,True,False,False,False,False,False
0.0,27900.0,149359.0,192955.0,0.0,0,0.0,172.5795906,1.0,16.0,40.13553136,False,False,False,False,False,True
0.0,10700.0,110789.0,126781.0,6.0,0,1.0,178.6374675,0.0,19.0,31.88893638,False,False,False,False,False,True
0.0,9000.0,56162.0,75526.0,6.0,0,0.0,127.78696960000002,0.0,15.0,35.73405682,False,False,True,False,False,False
0.0,8500.0,53459.0,62678.0,13.0,0,0.0,116.8634491,0.0,18.0,30.05290208,True,False,False,False,False,False
0.0,20100.0,72775.0,102308.0,8.0,0,0.0,206.4788452,2.0,13.0,32.78297142,False,True,False,False,False,False
0.0,12700.0,79383.0,107590.0,5.0,0,0.0,78.29927353,2.0,14.0,33.5811165,False,False,True,False,False,False
0.0,19000.0,47400.0,80000.0,12.0,0,0.0,95.36666667,1.0,10.0,38.63107809197987,False,False,True,False,False,False
1.0,3600.0,61584.0,61800.0,10.0,0,0.0,133.54386248451732,1.0,20.190657495476565,36.93300782492924,False,False,False,True,False,False
0.0,8400.0,82597.0,83858.0,25.0,0,0.0,350.5681362,1.0,47.0,28.91075714,False,False,True,False,False,False
1.0,11600.0,44623.0,75191.72311268844,13.0,6,2.0,178.0932217,0.0,29.0,21.33465191,False,False,False,True,False,False
1.0,15000.0,86000.0,89303.93054367651,1.0000000000000009,0,0.0,63.7,1.0,27.0,42.60516384949814,True,False,False,False,False,False
0.0,22800.0,49361.0,81914.0,4.0,0,0.0,264.9370662,2.0,25.0,32.01024461,True,False,False,False,False,False
0.0,10600.0,72022.0,82238.0,5.0,1,2.0,181.7689404,3.0,30.0,39.59414827,False,True,False,False,False,False
0.0,10100.0,57881.0,69554.0,29.0,0,3.0,189.9245224,1.0,24.0,34.61045543,False,False,True,False,False,False
0.0,20900.0,111464.0,144487.0,11.0,0,1.0,206.6773533,0.0,25.0,40.06547716,False,True,False,False,False,False
0.0,19300.0,72752.0,106084.0,11.0,0,0.0,193.7070998,1.0,13.0,30.68610563,False,True,False,False,False,False
0.0,14900.0,51219.0,144894.0,1.0000000000000009,0,0.0,275.2831155,5.0,42.0,39.32388512,False,False,True,False,False,False
0.0,20400.0,173975.0,219297.0,12.0,0,0.0,198.5572405,0.0,32.0,40.7848993,False,True,False,False,False,False
0.0,43900.0,120527.0,174003.0,13.0,0,0.0,167.2083664,0.0,4.0,39.28934898,False,False,False,False,False,True
1.0,63300.00000000001,202000.0,281000.0,2.0,0,0.0,99.43333333,2.0,21.0,89.16197500457343,False,False,False,True,False,False
0.0,19100.0,46406.0,64413.0,16.0,0,0.0,285.7252577,0.0,22.0,30.77453617,False,False,True,False,False,False
0.0,88500.0,50240.0,94687.0,16.0,0,0.0,214.4262056,0.0,16.0,34.75115835,False,False,True,False,False,False
0.0,38900.0,31836.0,54976.0,13.19743000717708,0,0.0,88.47930014254547,6.0,0.0,33.45924564,False,False,True,False,False,False
0.0,22000.0,15773.999999999993,60115.0,27.0,0,1.0,213.4142381,0.0,24.0,25.57680965,False,False,True,False,False,False
1.0,7400.0,71576.0,89068.0,0.0,0,0.0,94.78223069,0.0,17.0,42.803422,False,False,False,False,True,False
0.0,15100.0,101378.0,143229.0,12.0,0,0.0,129.5373152,4.0,21.0,36.77621277,False,False,False,True,False,False
0.0,18000.0,90275.0,135792.0,13.0,0,0.0,178.661764,1.0,26.0,33.33696079,True,False,False,False,False,False
0.0,31400.0,12617.0,36082.0,30.0,0,0.0,205.4598874,0.0,15.0,41.97900067,False,False,True,False,False,False
0.0,29300.0,228059.0,291314.0,16.0,0,1.0,259.6772021,2.0,26.0,28.17364554,False,False,False,True,False,False
0.0,22100.0,36084.0,84734.0,25.0,0,0.0,257.8457289,0.0,6.0,24.52600298,False,False,True,False,False,False
1.0,50000.0,235000.0,295000.0,6.0,0,1.0,110.5666667,8.0,23.0,45.10111796496214,True,False,False,False,False,False
0.0,19600.0,49984.0,84519.0,12.0,0,0.0,92.81133323,0.0,10.0,7.614065422,False,False,True,False,False,False
0.0,24400.0,26366.0,54775.0,13.0,0,0.0,101.6362349,2.0,24.0,29.09588127,False,False,True,False,False,False
0.0,7000.0,129959.0,161301.0,11.0,0,0.0,209.9862995,0.0,18.0,21.91795226,False,False,False,True,False,False
1.0,15000.0,68000.0,96000.0,12.0,0,3.0,109.5666667,0.0,24.0,31.30663290230374,True,False,False,False,False,False
0.0,29500.0,48590.0,81354.0,0.0,0,0.0,157.0263263,3.0,18.0,40.17061829,False,True,False,False,False,False
0.0,40000.0,362000.0,465000.0,3.0,0,0.0,313.4666667,4.0,15.0,42.56928386804757,False,False,False,True,False,False
0.0,8100.0,66691.0,82768.0,4.0,0,0.0,184.1934176,0.0,15.0,32.39650949,False,False,True,False,False,False
0.0,31600.0,15036.0,44220.00000000001,28.0,0,0.0,204.7009169,0.0,14.0,42.61822346,False,False,True,False,False,False
0.0,25000.0,94000.0,125000.0,11.0,0,1.0,151.1333333,0.0,29.0,40.799390222998994,False,True,False,False,False,False
0.0,16400.0,58664.0,89589.0,27.0,0,0.0,211.4411021,0.0,21.0,34.25636489,False,True,False,False,False,False
0.0,12700.0,58606.0,83010.0,1.0000000000000009,0,0.0,125.3258854,3.0,11.0,35.99961072,False,False,True,False,False,False
0.0,3900.0,102143.0,118742.0,2.0,0,0.0,85.27736558,0.0,13.0,29.34392109,False,True,False,False,False,False
1.0,20900.0,66575.0,79416.0,13.0,2,1.0,107.2695126,7.0,28.0,28.38233702,False,False,False,True,False,False
1.0,13900.0,77699.0,92587.0,13.0,0,2.0,134.6335792,0.0,36.0,39.19614946,False,False,True,False,False,False
0.0,5500.0,52897.0,65054.0,20.0,0,0.0,189.2953185,0.0,19.0,20.6541289,False,True,False,False,False,False
0.0,28200.0,118728.0,160486.0,7.0,0,0.0,112.5208179,2.0,26.0,34.53734229,False,False,False,True,False,False
0.0,28200.0,44363.0,72966.0,16.0,1,0.0,82.27059459,6.0,16.0,34.98052537,True,False,False,False,False,False
1.0,43200.0,217036.0,291222.0,30.0,0,0.0,228.1464583,1.0,25.0,43.7894993,False,False,False,True,False,False
0.0,6600.0,62380.0,89742.0,31.0,0,0.0,232.5272907,0.0,16.0,26.16049489,False,True,False,False,False,False
0.0,22400.0,127967.0,167764.0,1.0000000000000009,0,0.0,377.8649847,1.0,52.0,36.43872408,False,True,False,False,False,False
0.0,21300.0,63263.0,94180.0,1.0000000000000009,0,0.0,138.3484553,1.0,22.0,35.5492951,False,True,False,False,False,False
0.0,6700.0,54161.0,59714.0,20.0,0,0.0,209.2063004,0.0,20.0,20.20351771,False,True,False,False,False,False
0.0,19900.0,132878.0,199172.0,14.0,0,0.0,197.923806,0.0,22.0,35.33060397,False,False,False,True,False,False
0.0,21900.0,61468.0,87450.0,5.0,0,0.0,166.6108166,1.0,16.0,38.2012104,False,True,False,False,False,False
0.0,17900.0,62697.0,89848.0,7.0,0,0.0,113.0588969,0.0,19.0,24.07219136,False,True,False,False,False,False
0.0,16400.0,71906.0,86144.0,2.0,0,0.0,126.1701523,1.0,20.0,23.69800763,False,True,False,False,False,False
0.0,17000.0,125257.0,161009.0,3.0,0,0.0,129.7577996,1.0,21.0,27.6372066,False,True,False,False,False,False
0.0,11200.0,17411.0,86102.0,10.0,0,0.0,267.9701095,0.0,13.0,22.08919992,False,False,True,False,False,False
0.0,12200.0,27118.0,87982.0,19.0,0,0.0,232.2369961,0.0,11.0,25.2354388,False,False,False,True,False,False
0.0,88900.0,57264.0,90185.0,16.0,0,0.0,221.8087175,0.0,16.0,36.11234652,False,False,True,False,False,False
0.0,6800.0,49809.0,65074.0,7.0,0,4.000000000000001,116.6327333,3.0,10.0,39.21502891,True,False,False,False,False,False
0.0,20000.0,46775.0,70236.0,9.0,0,0.0,179.0823743,1.0,41.0,40.43069541,False,False,False,True,False,False
1.0,30800.0,147577.0,187129.0,11.0,0,0.0,552.8001629525381,0.0,0.0,42.36225264,False,True,False,False,False,False
0.0,38200.0,128081.0,196037.0,21.791473803411236,0,0.0,197.8654921,0.0,24.0,32.56785691,True,False,False,False,False,False
0.0,19200.0,153722.0,199812.0,13.0,0,0.0,121.9429162,0.0,24.0,29.80285908,False,False,False,True,False,False
0.0,23800.0,101536.0,147601.0,10.0,0,0.0,161.2557418,1.0,23.0,32.71942124,False,False,False,True,False,False
0.0,6000.0,95232.0,115977.0,22.0,0,0.0,149.0229081,1.0,12.0,37.95433691,False,True,False,False,False,False
1.0,13300.0,25697.999999999993,58760.0,15.0,0,0.0,147.9109824,1.0,10.0,30.96207665,False,False,False,False,False,True
1.0,16600.0,42259.0,89153.46295770069,1.5,1,3.0,209.9666667,0.0,20.0,41.33620397469785,False,False,True,False,False,False
0.0,17700.0,56375.0,90435.0,0.0,0,0.0,70.22587032,0.0,23.0,36.02327677,False,True,False,False,False,False
0.0,11000.0,63314.0,69285.0,15.0,0,0.0,244.0177745,3.0,32.0,36.54257022,False,False,False,True,False,False
0.0,11900.0,71000.0,87000.0,20.0,0,0.0,238.4666667,11.0,24.0,35.14773101048205,True,False,False,False,False,False
0.0,15200.0,71233.0,84439.0,1.0000000000000009,0,0.0,242.9833214,2.0,26.0,32.21005036,False,False,True,False,False,False
0.0,18500.0,67686.0,95949.0,9.0,0,0.0,78.94907069,0.0,16.0,31.80824299,False,False,False,True,False,False
0.0,28000.0,68000.0,106000.0,6.0,0,0.0,114.7,11.0,21.0,43.91934690242781,False,False,True,False,False,False
0.0,6400.0,51436.0,91284.0,4.0,0,0.0,209.6428984,2.0,30.0,31.97197121,False,False,True,False,False,False
0.0,34300.0,118911.0,168901.0,16.0,0,0.0,134.7340235,0.0,17.0,28.81751546,False,False,False,True,False,False
0.0,24200.0,92572.0,121310.0,9.0,0,0.0,117.0455007,1.0,24.0,30.48278003,True,False,False,False,False,False
0.0,41200.0,99653.0,157923.0,14.0,0,1.0,213.4828743,3.0,30.0,40.90847995,False,False,True,False,False,False
0.0,11400.0,59813.0,72873.0,13.0,0,0.0,234.3302405,4.0,31.0,39.35147085,False,False,False,True,False,False
0.0,22100.0,23999.999999999993,49000.0,14.4,0,0.0,109.5666667,2.0,25.0,30.3348947164257,False,False,True,False,False,False
0.0,18400.0,16755.999999999993,66340.0,6.337926238330427,0,0.0,239.8448526,0.0,21.0,38.6626294,False,True,False,False,False,False
1.0,18200.0,67809.0,89339.0,0.0,3,0.0,102.4609862,2.0,19.0,38.34534078,False,False,False,False,True,False
0.0,11200.0,68890.0,84059.0,12.0,0,0.0,254.0196894,3.0,36.0,41.4339438,False,True,False,False,False,False
0.0,6400.0,62746.0,75016.0,12.0,0,0.0,133.1015478,0.0,20.0,40.18812313,False,False,False,True,False,False
0.0,65099.99999999999,67389.0,142740.0,9.0,0,1.0,116.9061041,0.0,11.0,43.36871813,False,True,False,False,False,False
1.0,44000.0,55604.0,101916.0,3.0,0,1.0,194.2349529,2.0,37.0,43.33855659,False,False,True,False,False,False
1.0,14000.0,64000.0,78000.0,7.4,0,0.0,174.4333333,0.0,20.0,34.52941853595282,False,False,False,True,False,False
1.0,20000.0,145500.0,194000.0,4.5,0,0.0,67.89999999999999,5.0,5.0,35.258428568476845,False,False,False,False,False,True
0.0,15000.0,54261.0,88000.0,10.0,0,0.0,187.6905895542595,1.0,16.0,24.922861838686114,False,False,False,True,False,False
1.0,26900.0,69000.0,106500.0,0.5999999999999996,0,1.0,115.70000000000002,2.0,19.0,44.54522920378983,False,False,False,False,True,False
0.0,8000.0,53000.0,65960.0,7.5,0,0.0,132.5666667,0.0,17.0,35.29284762046362,False,False,True,False,False,False
0.0,16000.0,71861.0,95315.0,24.0,0,0.0,241.412515,1.0,23.0,35.4747731,False,False,False,True,False,False
0.0,21900.0,66859.0,104878.0,7.0,0,1.0,116.5339256,1.0,18.0,38.88482695,False,True,False,False,False,False
0.0,22100.0,86148.0,141472.0,11.0,0,0.0,89.16146609,2.0,14.0,40.67729771,False,False,True,False,False,False
0.0,37800.0,111412.0,166682.0,0.5792689881490976,0,0.0,251.9567829,3.0,14.0,34.88341094,False,False,True,False,False,False
0.0,25600.0,140649.0,212089.0,4.0,0,0.0,187.8714209,0.0,29.0,40.03321863,False,False,False,True,False,False
0.0,30200.0,20956.0,39333.0,0.0,1,0.0,73.39179751999998,0.0,6.999999999999998,13.49536737,False,False,True,False,False,False
0.0,15400.0,73793.0,86176.0,2.0,1,0.0,229.3693761,3.0,26.0,30.95851999,False,False,True,False,False,False
0.0,22900.0,88244.0,103144.0,8.0,0,0.0,178.66199162584044,1.0,22.203351578901817,31.0726936,False,False,True,False,False,False
1.0,9000.0,52311.0,68994.0,0.0,0,1.0,137.7840036,0.0,9.000000000000002,28.45471286,False,True,False,False,False,False
0.0,11800.0,44944.0,57132.0,9.140960589520324,0,0.0,74.15604508000001,0.0,14.0,42.81224294,False,False,True,False,False,False
1.0,11600.0,45917.0,60000.0,10.0,0,1.0,304.3666667,3.0,27.0,36.949007710686,False,False,True,False,False,False
0.0,25700.0,32039.0,54499.0,15.0,0,0.0,114.8074121,2.0,24.0,31.14295705,False,False,True,False,False,False
1.0,29500.0,118000.0,169900.0,8.0,0,0.0,138.9666667,1.0,23.0,74.2100040469146,True,False,False,False,False,False
1.0,4000.000000000002,7000.0,16020.0,18.0,0,1.0,85.79999999999998,2.0,23.0,28.41558362792441,False,False,True,False,False,False
0.0,11100.0,82849.0,113913.0,10.0,0,1.0,167.3610299,0.0,27.0,35.76333348,False,False,False,True,False,False
1.0,18700.0,66003.0,82410.0,0.0,1,0.0,85.77380756999999,1.0,23.0,51.5173853,True,False,False,False,False,False
0.0,17200.0,27230.0,82319.0,8.257816749603755,0,0.0,249.2156672,1.0,50.0,43.75679409,False,False,True,False,False,False
0.0,17600.0,48487.0,65665.0,6.0,0,0.0,100.1740038,2.0,15.0,43.76968491,False,False,True,False,False,False
0.0,9000.0,96884.0,110108.0,18.0,0,2.0,194.8,2.0,16.0,37.699886021716296,False,False,True,False,False,False
0.0,39100.0,68135.0,108723.0,15.0,0,1.0,193.6861891,0.0,22.0,38.57899271,True,False,False,False,False,False
0.0,23700.0,58068.0,97948.0,1.0000000000000009,0,0.0,160.0582364,1.0,21.0,34.35546078,False,True,False,False,False,False
0.0,9600.0,77359.0,101365.0,1.0000000000000009,0,0.0,182.8035145,0.0,31.0,33.48191013,False,False,True,False,False,False
1.0,6500.0,60054.0,70434.0,1.0000000000000009,0,0.0,127.0627016,2.0,21.0,37.80035293,False,False,True,False,False,False
